vehicletype,vehiclemodel,vehicleprimaryuse,vehicleregistrationnumber,label
0,41,12,5,13
0,70,2,8,13
0,44,9,1,13
2,40,9,6,13
2,47,9,10,13
0,44,2,1,13
0,70,9,1,13
2,20,2,6,13
0,93,1,4,13
2,20,9,14,13
0,70,9,12,13
0,70,9,24,13
0,70,9,30,13
2,47,9,5,13
0,70,9,28,13
0,70,9,14,13
0,70,9,12,13
2,20,9,6,13
2,47,9,7,13
0,109,12,1,13
0,41,9,19,13
0,70,1,1,13
0,70,9,34,13
0,70,9,23,13
2,20,9,18,13
0,109,2,6,13
2,20,9,3,13
2,47,9,2,13
0,70,9,30,13
2,20,2,2,13
2,40,2,3,13
2,40,9,1,13
0,41,12,7,13
0,44,2,4,13
0,109,2,4,13
2,47,9,15,13
0,41,2,2,13
0,41,12,10,13
0,41,12,3,13
2,47,9,12,13
0,70,2,4,13
2,47,9,2,13
2,47,9,21,13
0,70,9,4,13
0,41,9,2,13
0,93,1,4,13
2,20,9,6,13
0,70,2,1,13
0,70,2,6,13
0,41,12,14,13
0,70,9,18,13
2,20,2,6,13
2,47,2,6,13
0,44,2,2,13
2,47,9,19,13
2,47,9,14,13
0,41,12,6,13
2,20,9,2,13
0,109,2,8,13
2,20,9,13,13
2,47,9,3,13
0,70,9,13,13
0,109,1,13,13
0,41,1,2,13
0,41,2,3,13
0,70,9,13,13
0,93,2,1,13
0,70,2,9,13
0,44,9,2,13
0,109,12,2,13
0,109,2,4,13
0,109,2,15,13
2,40,9,9,13
0,109,1,3,13
0,70,9,20,13
0,70,9,12,13
0,41,12,1,13
2,47,2,8,13
0,41,12,10,13
0,41,12,5,13
2,20,2,8,13
2,47,9,6,13
0,41,12,10,13
0,41,2,2,13
2,40,2,4,13
0,41,12,2,13
0,70,9,20,13
0,70,1,1,13
0,44,9,2,13
0,70,9,7,13
2,47,9,14,13
0,70,9,24,13
0,70,12,1,13
0,41,1,3,13
0,70,2,2,13
0,70,9,33,13
0,93,2,2,13
0,109,12,2,13
0,41,12,7,13
0,41,12,14,13
0,70,2,7,13
0,109,1,5,13
0,109,2,8,13
2,47,9,1,13
0,70,9,16,13
2,40,9,6,13
0,70,9,32,13
0,109,1,7,13
0,70,2,8,13
2,20,2,4,13
0,109,12,2,13
0,70,9,21,13
2,47,9,21,13
0,70,9,20,13
0,70,9,34,13
0,109,12,1,13
0,109,2,1,13
2,47,9,6,13
0,93,12,2,13
0,109,1,4,13
2,47,9,13,13
0,70,12,1,13
2,20,9,18,13
0,41,12,10,13
0,109,2,6,13
0,44,1,2,13
0,41,1,7,13
2,47,9,2,13
2,20,1,1,13
2,20,9,17,13
0,41,12,1,13
2,20,9,15,13
0,70,9,18,13
0,41,1,10,13
2,47,9,7,13
0,109,1,16,13
2,40,9,2,13
2,20,1,1,13
0,70,9,6,13
2,47,9,2,13
0,93,12,3,13
0,70,9,2,13
0,70,2,4,13
0,70,9,36,13
2,20,9,16,13
0,44,1,2,13
2,40,2,4,13
0,70,9,10,13
0,109,1,14,13
0,70,9,11,13
2,47,9,16,13
0,41,1,10,13
0,109,1,3,13
2,47,9,20,13
2,20,9,4,13
0,44,9,8,13
2,20,1,1,13
2,47,2,2,13
2,40,9,1,13
0,41,12,7,13
0,41,1,11,13
0,93,12,2,13
0,70,9,29,13
0,44,9,7,13
2,20,9,19,13
0,41,9,1,13
0,41,12,11,13
0,93,12,2,13
2,40,2,3,13
2,47,9,5,13
2,20,9,18,13
2,20,9,5,13
2,20,9,14,13
2,40,9,7,13
0,70,9,20,13
0,44,9,4,13
0,44,9,5,13
0,70,9,14,13
0,44,9,2,13
2,20,9,6,13
0,41,12,9,13
0,41,2,2,13
2,47,9,16,13
0,70,2,11,13
0,70,9,27,13
2,20,9,2,13
0,70,2,12,13
2,47,2,8,13
2,40,2,3,13
2,20,9,17,13
0,109,1,2,13
0,41,1,2,13
0,70,9,26,13
2,40,9,2,13
0,70,9,34,13
0,70,9,2,13
0,109,2,14,13
0,70,9,26,13
2,20,1,2,13
0,44,1,1,13
0,70,9,23,13
2,20,9,17,13
0,44,9,4,13
0,44,1,1,13
0,109,1,5,13
0,44,2,6,13
0,41,2,2,13
0,70,9,26,13
2,20,9,18,13
0,41,12,6,13
2,40,2,3,13
0,70,9,2,13
2,40,9,5,13
0,41,2,1,13
0,93,1,1,13
2,20,9,12,13
0,70,9,3,13
0,109,1,3,13
0,70,9,17,13
0,44,9,1,13
0,41,9,1,13
0,109,2,18,13
0,70,9,14,13
2,20,9,16,13
2,47,9,8,13
0,70,9,7,13
0,109,2,1,13
0,41,12,8,13
2,20,9,12,13
0,44,9,6,13
0,109,2,14,13
0,109,1,11,13
2,20,9,7,13
0,93,1,1,13
0,70,9,34,13
0,70,9,34,13
0,70,9,24,13
2,40,9,7,13
0,70,12,1,13
0,109,2,16,13
2,20,9,2,13
0,70,9,12,13
0,70,2,1,13
0,44,1,1,13
0,41,9,2,13
0,41,1,2,13
0,70,9,4,13
0,109,1,1,13
0,93,2,1,13
0,70,2,2,13
0,109,1,6,13
0,70,9,28,13
2,20,1,1,13
0,109,12,2,13
0,93,1,1,13
2,20,2,9,13
0,70,9,2,13
2,47,2,6,13
0,109,2,2,13
0,70,9,31,13
2,47,9,22,13
0,41,12,6,13
0,109,2,7,13
0,70,12,1,13
2,20,9,14,13
0,70,9,13,13
0,44,1,4,13
2,20,2,4,13
0,70,9,33,13
2,20,9,14,13
0,109,12,2,13
0,41,1,4,13
0,41,12,12,13
0,109,1,1,13
2,47,9,20,13
2,40,9,8,13
0,41,12,9,13
0,44,9,9,13
0,41,12,10,13
0,109,1,3,13
0,93,12,1,13
0,70,2,9,13
0,41,2,3,13
0,41,12,10,13
0,41,1,11,13
2,20,9,3,13
2,40,9,3,13
0,70,2,12,13
0,70,9,32,13
0,70,9,2,13
2,20,2,2,13
2,47,9,16,13
0,109,1,2,13
0,70,9,2,13
2,20,9,1,13
0,41,12,6,13
0,109,2,3,13
0,41,12,4,13
2,20,9,1,13
0,41,12,2,13
0,41,12,14,13
0,109,2,3,13
0,70,9,18,13
0,70,9,4,13
0,70,2,11,13
0,41,12,6,13
0,70,9,8,13
0,70,9,29,13
0,70,9,22,13
0,70,9,13,13
0,41,1,1,13
2,40,2,3,13
0,44,1,2,13
0,93,12,3,13
2,20,9,4,13
0,70,9,31,13
0,70,9,57,13
0,109,2,1,13
0,109,1,5,13
0,41,2,1,13
0,41,1,8,13
2,47,9,5,13
0,70,9,28,13
0,41,12,13,13
2,20,9,18,13
0,41,12,8,13
2,47,9,13,13
2,47,9,22,13
2,47,9,11,13
2,47,9,22,13
0,70,9,11,13
2,47,9,22,13
0,44,9,2,13
0,70,2,2,13
0,70,2,11,13
0,70,2,3,13
2,47,9,21,13
0,41,12,1,13
0,41,12,6,13
0,70,9,18,13
0,41,12,15,13
0,41,12,3,13
2,47,9,15,13
2,47,2,10,13
0,70,9,14,13
0,70,9,30,13
2,20,9,12,13
0,70,12,1,13
0,70,9,23,13
2,47,9,21,13
0,70,9,27,13
2,47,9,10,13
0,109,1,4,13
0,44,2,5,13
2,47,2,6,13
0,93,1,4,13
0,70,9,15,13
2,40,9,1,13
2,20,9,7,13
0,109,2,6,13
0,41,1,3,13
2,47,1,2,13
0,70,9,12,13
0,70,9,1,13
0,70,9,36,13
0,70,1,1,13
2,47,2,6,13
2,47,9,6,13
0,70,1,2,13
0,109,1,7,13
0,93,12,3,13
0,93,12,1,13
0,109,2,6,13
0,70,1,1,13
0,70,2,4,13
0,109,9,1,13
2,40,9,2,13
0,41,12,9,13
2,20,9,13,13
0,70,9,19,13
2,20,9,23,13
0,41,1,8,13
0,44,9,2,13
0,70,9,19,13
2,20,1,2,13
0,109,2,15,13
2,47,9,12,13
2,40,9,3,13
0,41,1,10,13
2,20,9,7,13
0,70,9,9,13
0,109,2,6,13
2,47,2,7,13
0,109,2,1,13
0,41,12,17,13
2,47,1,2,13
2,47,2,8,13
2,47,9,19,13
2,47,9,1,13
0,44,9,7,13
2,20,9,17,13
0,109,2,4,13
2,40,9,7,13
0,70,12,1,13
2,20,1,1,13
0,41,1,12,13
0,109,1,5,13
2,47,2,8,13
0,109,2,13,13
0,41,1,10,13
0,41,2,2,13
0,70,9,34,13
0,41,9,2,13
0,44,9,1,13
0,109,1,5,13
0,109,9,2,13
2,47,2,8,13
0,70,9,17,13
2,40,9,5,13
2,47,9,12,13
0,70,9,2,13
2,40,9,3,13
0,70,9,20,13
0,41,9,1,13
0,93,12,1,13
0,70,9,31,13
0,70,9,5,13
0,41,12,7,13
2,47,9,11,13
0,41,1,10,13
0,41,12,5,13
0,70,9,17,13
0,44,9,2,13
2,47,9,14,13
0,70,9,13,13
0,70,9,3,13
2,47,9,12,13
0,109,1,9,13
2,47,9,18,13
0,41,2,1,13
2,47,9,10,13
2,47,9,6,13
0,70,9,27,13
2,20,1,2,13
0,44,9,6,13
0,109,2,3,13
2,40,9,1,13
0,109,2,3,13
0,70,9,4,13
2,40,9,1,13
0,109,1,7,13
0,41,2,4,13
0,70,1,1,13
0,44,2,1,13
2,47,2,4,13
2,47,9,1,13
0,70,9,14,13
0,70,2,7,13
0,109,1,15,13
0,109,9,6,13
2,20,9,10,13
2,20,9,8,13
0,109,12,2,13
0,41,12,1,13
0,44,9,6,13
0,41,12,6,13
2,47,9,2,13
0,70,2,6,13
2,47,9,2,13
0,70,2,6,13
2,20,9,3,13
0,70,9,2,13
2,47,9,22,13
0,70,9,32,13
0,41,12,13,13
0,109,9,16,13
0,70,2,1,13
0,70,9,34,13
2,47,9,21,13
0,70,9,31,13
0,109,9,1,13
2,47,9,19,13
0,41,9,1,13
0,109,9,1,13
2,47,1,2,13
0,109,2,2,13
0,70,9,7,13
2,40,9,6,13
2,40,9,3,13
2,20,9,2,13
0,70,9,19,13
0,70,9,12,13
0,70,9,27,13
0,109,1,15,13
0,93,12,3,13
2,40,9,6,13
2,40,9,2,13
0,109,1,1,13
0,41,1,11,13
0,44,2,1,13
0,41,1,12,13
2,47,2,9,13
0,109,1,11,13
2,47,9,22,13
0,93,12,2,13
0,70,2,9,13
0,109,1,5,13
0,41,2,2,13
0,41,12,20,13
0,41,12,6,13
2,47,9,18,13
0,41,12,18,13
0,44,1,3,13
2,47,9,9,13
2,47,1,3,13
0,70,12,1,13
2,20,9,7,13
0,109,1,9,13
0,41,12,5,13
0,70,9,24,13
0,44,9,3,13
0,70,9,3,13
2,20,9,18,13
2,20,9,17,13
0,70,2,12,13
0,70,9,16,13
0,70,9,4,13
0,109,1,12,13
0,70,2,6,13
0,109,2,13,13
0,70,9,31,13
0,109,9,2,13
0,70,9,28,13
0,61,9,3,16
0,59,9,3,16
2,111,9,3,16
0,61,9,6,16
2,58,9,4,16
2,101,9,4,16
0,62,9,3,16
2,111,9,5,16
0,57,9,1,16
0,57,9,19,16
0,59,9,4,16
2,58,9,5,16
0,57,9,30,16
0,58,9,4,16
0,62,9,7,16
0,57,9,1,16
2,99,9,4,16
0,57,9,60,16
0,62,9,14,16
0,62,9,1,16
0,57,9,2,16
2,111,9,7,16
2,99,9,2,16
0,59,9,6,16
0,57,9,9,16
2,101,9,3,16
0,57,9,17,16
0,62,1,2,16
0,61,9,4,16
0,57,9,24,16
0,57,9,26,16
2,99,9,6,16
0,57,9,9,16
0,62,9,15,16
0,62,9,7,16
2,99,9,5,16
2,101,9,4,16
0,62,9,2,16
2,111,9,1,16
0,62,9,2,16
0,57,9,26,16
2,101,9,1,16
0,57,9,10,16
0,57,9,1,16
0,57,9,9,16
0,61,9,4,16
0,57,9,19,16
0,57,9,11,16
0,57,9,15,16
0,62,9,17,16
2,58,9,1,16
0,57,9,7,16
2,58,9,4,16
0,62,9,2,16
2,111,9,2,16
0,62,9,1,16
0,61,9,6,16
0,57,9,28,16
0,62,9,10,16
2,99,9,1,16
0,57,9,5,16
2,111,9,1,16
2,111,9,3,16
0,59,9,5,16
0,59,9,9,16
0,57,9,18,16
0,57,9,1,16
0,57,9,8,16
0,61,9,1,16
0,57,9,1,16
2,99,9,3,16
0,57,9,19,16
0,57,9,39,16
2,58,9,2,16
0,62,9,7,16
2,101,9,4,16
0,61,9,1,16
0,57,9,29,16
2,99,9,3,16
0,62,9,7,16
0,62,1,2,16
0,61,9,2,16
0,62,9,10,16
0,57,9,12,16
0,57,9,14,16
0,57,9,54,16
0,57,9,3,16
0,57,9,19,16
0,59,9,3,16
0,57,9,16,16
2,58,9,2,16
0,58,9,2,16
0,62,9,5,16
0,57,9,6,16
2,58,9,2,16
2,101,9,4,16
0,62,9,15,16
0,57,9,36,16
0,58,9,2,16
0,59,9,9,16
2,111,9,2,16
0,57,1,1,16
0,62,9,15,16
0,57,9,18,16
0,57,9,14,16
0,57,9,8,16
2,101,9,4,16
0,59,9,9,16
0,57,9,11,16
0,58,9,4,16
2,99,9,5,16
0,57,9,37,16
0,57,9,16,16
0,58,9,4,16
0,57,9,3,16
0,58,9,1,16
0,57,9,26,16
0,62,9,7,16
0,57,9,11,16
2,58,9,3,16
0,58,9,2,16
0,57,9,9,16
0,57,9,19,16
0,62,9,15,16
0,57,9,2,16
0,62,1,2,16
0,57,9,16,16
2,99,9,6,16
0,57,9,13,16
0,57,9,32,16
0,57,9,20,16
0,57,1,2,16
0,62,9,3,16
0,62,9,10,16
0,59,9,4,16
0,62,9,13,16
0,57,9,24,16
0,57,9,14,16
0,57,9,17,16
0,57,9,30,16
0,62,1,2,16
0,57,9,15,16
0,58,9,3,16
0,57,9,9,16
0,57,9,19,16
2,111,9,1,16
0,62,9,16,16
0,62,9,1,16
0,62,9,2,16
0,58,9,4,16
2,58,9,4,16
0,58,9,4,16
2,111,9,2,16
0,57,1,1,16
0,57,9,13,16
0,57,9,29,16
0,62,9,11,16
0,62,9,5,16
0,61,9,1,16
0,57,9,60,16
0,57,9,14,16
0,59,9,4,16
0,57,9,5,16
2,111,9,2,16
0,62,9,4,16
0,62,9,11,16
2,99,9,1,16
2,111,9,6,16
0,57,9,3,16
0,57,9,24,16
0,62,9,1,16
0,57,9,6,16
0,62,9,2,16
2,99,9,5,16
0,57,9,22,16
0,59,9,10,16
0,57,9,2,16
0,62,9,11,16
0,57,9,1,16
0,57,9,24,16
0,62,9,10,16
0,62,9,9,16
0,59,9,3,16
0,57,9,8,16
0,62,1,2,16
0,62,9,1,16
0,62,9,13,16
0,57,9,2,16
0,61,1,2,16
0,62,9,2,16
0,57,9,1,16
2,111,9,2,16
2,111,9,3,16
0,57,9,18,16
0,57,9,13,16
0,58,9,2,16
0,62,9,9,16
2,101,9,3,16
0,57,9,14,16
0,58,9,1,16
0,57,9,6,16
0,62,9,7,16
0,62,9,10,16
0,62,9,1,16
0,61,9,1,16
0,62,9,2,16
0,57,9,37,16
0,62,9,12,16
0,61,9,2,16
0,57,9,19,16
0,57,9,10,16
0,58,9,3,16
0,62,9,14,16
0,62,1,2,16
0,58,9,1,16
0,62,9,1,16
0,57,9,8,16
2,99,9,2,16
2,99,9,2,16
0,57,9,18,16
2,111,9,6,16
0,62,9,13,16
0,57,9,14,16
0,62,9,5,16
0,57,9,2,16
0,62,9,11,16
2,58,9,2,16
0,59,9,6,16
2,111,9,6,16
0,57,9,26,16
2,101,9,3,16
0,58,9,2,16
0,57,9,11,16
0,57,9,23,16
0,59,9,4,16
0,57,1,2,16
0,58,9,2,16
0,57,9,9,16
2,111,9,7,16
0,57,1,2,16
2,99,9,5,16
0,57,9,14,16
0,57,9,14,16
0,57,9,2,16
2,101,9,1,16
0,57,9,25,16
2,101,9,2,16
0,58,9,3,16
0,57,1,1,16
0,62,9,7,16
0,57,9,27,16
2,101,9,2,16
0,57,9,30,16
0,57,9,11,16
0,58,9,1,16
0,58,9,1,16
2,111,9,6,16
0,57,9,2,16
0,111,9,9,16
2,111,9,2,16
2,111,9,1,16
0,58,9,2,16
0,62,9,2,16
0,57,9,1,16
0,57,9,17,16
2,99,9,2,16
0,62,9,3,16
0,57,9,21,16
0,62,9,5,16
2,101,9,3,16
0,57,9,22,16
0,57,9,6,16
0,62,9,2,16
0,59,9,3,16
0,62,9,1,16
0,61,9,1,16
0,57,9,14,16
0,57,9,13,16
2,99,9,4,16
0,58,9,1,16
0,57,9,28,16
0,57,9,47,16
0,57,9,32,16
0,57,9,28,16
0,62,9,15,16
0,58,9,1,16
2,101,9,1,16
0,57,9,23,16
0,57,9,25,16
0,57,9,19,16
0,62,1,3,16
0,62,9,4,16
0,61,9,4,16
0,61,1,1,16
0,61,9,1,16
2,99,9,6,16
0,62,9,5,16
0,62,9,12,16
0,57,9,9,16
2,99,9,3,16
2,111,9,3,16
0,61,9,1,16
0,57,9,19,16
0,61,1,2,16
0,61,9,2,16
2,111,9,2,16
0,61,9,4,16
0,57,9,3,16
0,57,9,1,16
2,101,9,3,16
2,111,9,1,16
0,57,9,21,16
0,61,9,6,16
0,62,9,2,16
0,61,9,2,16
0,57,9,1,16
0,62,1,2,16
0,62,9,1,16
0,62,9,5,16
0,57,9,13,16
0,61,9,3,16
0,57,9,23,16
0,58,9,4,16
0,62,9,2,16
0,59,9,5,16
0,62,9,5,16
2,111,9,3,16
2,99,9,6,16
0,59,9,6,16
0,57,9,14,16
0,61,9,5,16
0,62,9,1,16
0,59,9,2,16
2,58,9,3,16
0,57,1,2,16
0,57,9,1,16
2,58,9,3,16
2,101,9,3,16
0,61,9,5,16
0,57,9,14,16
0,57,9,7,16
0,57,9,1,16
0,62,1,2,16
0,59,9,2,16
2,99,9,2,16
0,57,9,3,16
0,57,9,18,16
0,62,9,8,16
2,101,9,4,16
0,57,9,31,16
0,58,9,4,16
2,99,9,1,16
0,57,9,13,16
0,57,9,19,16
0,57,9,23,16
0,57,9,14,16
2,101,9,1,16
0,57,9,7,16
0,62,9,4,16
0,111,9,9,16
0,62,9,8,16
0,62,1,2,16
0,57,9,18,16
0,57,9,4,16
0,57,9,16,16
2,111,9,1,16
0,57,9,67,16
0,62,9,1,16
2,58,9,3,16
0,57,1,2,16
0,57,9,17,16
2,101,9,3,16
2,111,9,2,16
0,57,9,17,16
0,111,9,12,16
2,58,9,1,16
2,58,9,3,16
0,57,9,51,16
0,58,9,3,16
0,57,9,3,16
0,62,9,14,16
0,57,9,49,16
2,58,9,6,16
0,62,9,12,16
0,57,9,21,16
0,57,9,50,16
2,111,9,7,16
0,57,9,15,16
0,59,9,7,16
0,57,9,2,16
0,58,9,2,16
0,58,9,4,16
2,99,9,6,16
0,58,9,2,16
0,57,9,21,16
0,57,9,26,16
2,111,9,6,16
0,57,9,1,16
2,111,9,4,16
0,61,9,3,16
2,99,9,3,16
0,57,9,17,16
2,101,9,1,16
2,99,9,3,16
0,57,9,16,16
0,57,9,18,16
0,57,9,14,16
0,61,9,5,16
0,61,1,2,16
0,57,9,12,16
0,57,9,37,16
0,62,9,16,16
0,57,9,19,16
0,62,9,1,16
2,58,9,3,16
0,58,9,2,16
0,57,9,16,16
2,101,9,5,16
2,111,9,6,16
2,99,9,2,16
0,62,9,1,16
0,62,9,2,16
0,58,9,1,16
